,probability
98,0.05235986304283147
99,0.9969999684401182
100,0.046003814697265666
101,0.20450107288360597
102,0.9659986889995634
103,0.004604401588439888
104,0.0
105,0.026276714563369774
106,0.9859997478262799
107,0.9781071849362925
108,0.1525076889991761
109,0.9999970301639678
110,0.8508509078025818
111,0.953044165045023
112,0.9904999989395367
113,0.9964461500956386
114,0.9889778762230562
115,0.9600096510155126
116,0.9641968247869518
117,0.9934321864088416
118,0.9989999990992957
119,0.406917926967144
120,0.9695789694366976
121,0.3030210163593292
122,0.0035894963741303076
123,0.9656754238381982
124,0.07700524520874019
125,0.9758824670474278
126,0.010014543533325204
127,0.9781381254512816
128,0.06550011920928955
129,0.008046312808990486
130,0.9550550750517286
131,0.002072360038757326
132,0.9998172375780996
133,0.9759609193289652
134,0.9814974722945808
135,0.9959970285575728
136,0.0004999999999999449
137,0.9954862940912863
138,0.8824808591765032
139,0.09911864686012262
140,0.004511503696441599
141,0.0010000000000000009
142,0.8394689962863922
143,0.0020051259994506854
144,0.9724996518566548
145,0.9379872309616767
146,0.012006914138793956
147,0.0004999999999999449
148,5.960464477539063e-08
149,0.0015196695327759357
150,0.0005192523002623961
151,0.04350083446502684
152,0.47067539036273964
153,0.9704999555166852
154,0.9994999988260531
155,0.9659397925275843
156,0.986999999991838
157,0.0
158,0.996874505283311
159,0.924880980975926
160,0.9742050958098843
161,0.002131636857986452
162,0.1378907508850098
163,0.9924999919071865
164,0.9083890954814852
165,0.0
166,0.0026465380191802446
167,0.0010017881393432626
168,2.7418136596679688e-05
169,0.9894884645258135
170,0.991407524426817
171,0.03654965066909788
172,5.960464477539063e-08
173,0.9998493753664661
174,0.0015000000000000568
175,5.662441253662109e-06
176,5.364418029785156e-07
177,0.8922903383970261
178,0.9439950515208766
179,0.9974762292572996
180,0.9954999293776441
181,0.006576463937759458
182,0.0050007748603820845
183,0.0009221796989440367
184,0.9333130560561549
185,5.960464477539063e-08
186,0.0044999999999999485
187,0.003025868415832522
188,0.04731885504722588
189,5.620718002319336e-05
190,0.06200029802322393
191,0.9999999993603395
192,0.9633520942926407
193,0.9624563455603493
194,2.7179718017578125e-05
195,0.44144318640232094
196,0.6499062297344208
197,0.9909507018656004
198,0.0011688003540039071
199,0.994998970561137
200,0.0004999999999999449
201,0.979492567807567
202,0.06678152060508724
203,0.890999968427236
204,0.0
205,0.9954999999836541
206,0.7273567527271807
207,0.9949615621054545
208,0.00040403008460998535
209,0.9714835629584267
210,0.04864284253120421
211,0.980485899323292
212,0.763459293410182
213,0.15600035762786868
214,0.4837759290635586
215,0.9759790009169373
216,0.015513530254364083
217,0.9999421722677653
218,0.0
219,0.9884999001743163
220,0.9082493611406535
221,0.0020267028808593768
222,0.8952806705832481
223,0.12685702562332146
224,0.30925072050094604
225,0.9999998742007108
226,0.0010096559524536142
227,0.9919999994097543
228,0.1267714097499848
229,0.00030553340911865234
230,0.9949810727075674
231,0.002675682306289673
232,0.40700065565109256
233,0.08306377696990963
234,0.008606602907180738
235,0.9999963512605063
236,0.019500059604644848
237,0.9999999996205131
238,0.997491751217749
239,0.025000000000000022
240,0.9999905620015852
241,2.7418136596679688e-05
242,0.0
243,0.24902342462539673
244,0.9089998584021484
245,0.9644991472255943
246,0.004458025455474912
247,0.048510251998901355
248,0.143094226360321
249,0.021205032110214184
250,0.9780653392504901
251,0.00998578190803534
252,0.02695369124412539
253,0.0035000000000000586
254,0.012542438507080034
255,0.972999492262873
256,0.0
257,0.0012721250057220468
258,0.006500238418579052
259,0.3652713495492935
260,0.9999999803605419
261,0.9914997608730098
262,0.051831458330154456
263,0.016844514846801717
264,0.007042080879211432
265,0.9817260244339705
266,0.0
267,0.995995822859546
268,3.5762786865234375e-07
269,0.9974991304841274
270,0.9777852097294526
271,0.04951060962677001
272,0.04417347884178158
273,0.999499978474909
274,0.9864992131230897
275,9.715557098388672e-06
276,0.005000119209289555
277,0.9934995735191192
278,0.008003099441528327
279,0.002039398670196535
280,0.35501996755599974
281,0.824262179583311
282,0.9796127816848457
283,0.9999882005777181
284,0.00010654330253601074
285,0.9924993474655753
286,0.9687465877784416
287,2.3245811462402344e-06
288,0.004000417232513431
289,0.00494702601432806
290,0.33554523158073424
291,0.823930111143738
292,0.013165493249893245
293,0.019500059604644848
294,0.0026294314861297075
295,0.22692173957824702
296,0.0005072121620177672
297,0.12100780820846557
298,0.009005125999450692
299,0.0021656413078308123
300,0.9984999977932755
301,0.0
302,0.9555965429698117
303,5.441904067993164e-05
304,0.9994999999969615
305,0.0015022053718567463
306,0.9959997327777521
307,5.960464477539063e-08
308,0.9999999953546643
309,0.0005000596046447203
310,0.3594844020605088
311,0.00041788816452026367
312,0.9654999345821422
313,0.10072229242324826
314,0.535921692878008
315,0.005501788139343322
316,0.9984999989631573
317,0.9932978949211538
318,0.0904528696537018
319,0.00550000000000006
320,0.9999999564825295
321,0.13054416704177862
322,0.994058468323201
323,0.9911930368705653
324,0.0004999999999999449
325,0.9594999217050757
326,0.9989999968972948
327,0.04103747200965879
328,1.1920928955078125e-07
329,9.298324584960938e-06
330,0.9999899262902545
331,0.9944999618291434
332,0.9979954949835228
333,0.999407743636868
334,0.9964999812700829
335,0.9824995848136792
336,0.2708222587108612
337,0.97695339664747
338,0.9994998738920085
339,0.999999868181078
340,0.0
341,2.980232238769531e-07
342,0.9699999711741516
343,0.8972901402376592
344,0.995998510765522
345,0.9211974160969257
346,0.0035634789466858496
347,0.05638354444503779
348,0.9637233798257075
349,0.0005000596046447203
350,0.9993793595586904
351,0.01036075711250306
352,0.935329020217061
353,2.384185791015625e-06
354,0.015659105777740434
355,0.9203706713775173
356,0.9999980248935572
357,0.9867543020173908
358,0.0
359,0.9689999999780702
360,0.17504105019569405
361,0.42986991310119627
362,0.9699605475068093
363,0.9944999999976514
364,0.06400000000000006
365,0.9979981164828569
366,0.8375244414508343
367,0.045322081089019806
368,0.99999362899689
369,0.0005019669532775328
370,0.9914659938075638
371,0.9969997617971132
372,0.9994999999588782
373,0.004476211309432987
374,0.0040000000000000036
375,0.9999966690459132
376,0.0005427961349486754
377,5.960464477539063e-08
378,0.021943926572799644
379,0.9884999973092391
380,0.9944994553440388
381,1.0073184967041016e-05
382,0.9969861132137084
383,0.0002537369728088379
384,0.5527883686274291
385,6.556510925292969e-06
386,0.9521275637000799
387,0.0010000000000000009
388,0.011500000000000066
389,0.9788522991227219
390,0.9809353831080952
391,0.9994999986356707
392,0.0655004768371582
393,0.05035764217376704
394,0.005563538551330627
395,0.21254961776733405
396,0.8897299834266305
397,0.16587067770957953
398,0.9059530716463924
399,0.9974999999413192
400,0.9999999938315582
401,0.9999999864607041
402,0.07910705184936528
403,0.06831867623329169
404,0.26667827105522157
405,0.9989999886157847
406,5.960464477539063e-08
407,0.0005432133674621031
408,0.004064909458160404
409,0.008065028667449958
410,0.0005620484352111266
411,0.9964999983897053
412,0.000507331371307318
413,0.999999290190317
414,0.4485695390701294
415,0.9739957802742756
416,0.9904994091372742
417,1.0192394256591797e-05
418,0.7488847090005875
419,0.0
420,0.014526822090148883
421,0.9819994219890027
422,0.00649999999999995
423,0.9794999301386851
424,0.922999999995645
425,0.33550327825546267
426,0.9844999022551265
427,0.007501132488250795
428,0.001603520393371527
429,0.25014474987983704
430,0.9794130655342015
431,0.0008732144832610533
432,0.9939969493246681
433,0.027914590597152733
434,0.0005031590461730406
435,0.040000536441803014
436,0.0025928680896758483
437,0.9964999988082347
438,0.001001251697540284
439,0.0016217424869537922
440,0.002501132488250679
441,0.9999999944046549
442,0.9239614720509272
443,0.1475040531158447
444,0.0
445,0.9934985270709431
446,0.008027716159820564
447,0.0510410079956054
448,0.9544711281197961
449,0.11653558397293096
450,0.09505952763557435
451,0.0
452,0.012158595085144053
453,0.008499999999999952
454,0.9944669682583772
455,0.004055432319641117
456,0.9897482500383631
457,0.006000596046447759
458,0.9999999990574463
459,0.21994485878944392
460,0.1155383789539337
461,0.9818230795026757
462,0.9819986504017215
463,0.9952761790743098
464,0.0003088712692260742
465,0.9992701717511518
466,0.01150602006912238
467,0.9994999999985381
468,0.9999958568832881
469,0.1961096961498261
470,0.0010001192092895517
471,0.0030000000000000027
472,0.740943788588047
473,0.04977201390266417
474,0.4584570236206055
475,0.9999999911004513
476,0.17470086908340454
477,0.007121325254440314
478,0.0005079274177550719
479,0.05450053644180297
480,0.9809999502529348
481,0.0005484585762023375
482,0.0004999999999999449
483,0.9992086467919872
484,0.9999872483886065
485,0.0294919767379761
486,0.009504169225692749
487,0.9506958333994262
488,0.9999999153129622
489,0.0
490,0.04450780820846556
491,0.2495692179203033
492,0.0
493,0.05699999999999994
494,0.002531292438507027
495,0.0035625848770142188
496,0.9959995234369976
497,0.9979356335829361
498,0.0005064373016356871
499,0.9994951456225063
500,0.9994805152237969
501,0.29766114282608036
502,0.998499935850866
503,0.9334892591240496
504,0.9578175614455249
505,0.9949999958092882
506,0.5008379133343697
507,0.9979999900387753
508,0.0
509,0.0005004172325133727
510,0.9984999654472305
511,0.9929556460243184
512,0.0
513,0.06371432900428764
514,0.0
515,0.001624305486679134
516,0.07635732030868536
517,0.08242736530303962
518,0.0
519,0.999494475046151
520,0.002502324581146187
521,0.9999999980347101
522,0.9114606152887281
523,0.9999990975436504
524,0.0023550987243652344
525,0.9174776370405016
526,0.012046253204345714
527,0.0011425445079803476
528,0.10753562688827523
529,0.983488806410227
530,0.9983376821313287
531,5.227327346801758e-05
532,0.026397694587707576
533,0.9954879780689299
534,0.26693359398841854
535,0.9999999999825898
536,0.0
537,0.0
538,0.9767971605970525
539,0.00649999999999995
540,0.002831488847732544
541,0.9999945276204016
542,5.960464477539063e-08
543,0.852556744158268
544,0.9909999980368044
545,0.007075352430343629
546,0.3851299703121185
547,0.011223454713821468
548,0.9157991424170323
549,0.9912261230600998
550,0.7290642080903054
551,0.006768267631530822
552,0.9909999720601771
553,2.384185791015625e-07
554,0.7533719446677715
555,0.9999635412787029
556,0.002452624797821046
557,0.9999990314354363
558,1.1920928955078125e-07
559,0.0005000596046447203
560,0.996996020189883
561,0.9854999029519487
562,0.9984231611582218
563,0.9954910161350272
564,0.004000238418579105
565,0.9828495309409918
566,0.9864997426558594
567,0.004523007392883249
568,0.9001632252186537
569,0.9939939424619697
570,8.344650268554688e-07
571,0.5662750955224037
572,0.0025002384185790483
573,0.0033711791038513184
574,0.02142855358123774
575,0.29485665607452394
576,0.9884735233795946
577,0.9884914942145552
578,0.07408104300498963
579,0.9999998884656094
580,0.0010000000000000009
581,0.9999759828060633
582,0.002482493162155208
583,0.999998581023533
584,0.9934545318205492
585,0.9894678006424802
586,0.0
587,0.5323081493861973
588,0.03145651602745059
589,0.9212397901315708
590,0.9539455818069691
591,0.999499985085113
592,0.041837064266204815
593,0.0011038014888763437
594,0.9969781209880894
595,0.005043213367462163
596,0.05899999999999994
597,0.07558497619628901
598,1.0728836059570312e-06
599,7.033348083496094e-06
600,0.996988779081832
601,0.2937530012130738
602,0.143578125
603,0.019705188989639355
604,0.008861233949661207
605,0.9609996060001308
606,0.0
607,0.9854973058602337
608,0.0004999999999999449
609,2.3245811462402344e-06
610,0.0020000000000000018
611,0.9829999607299834
612,0.0
613,0.0
614,5.960464477539063e-08
615,0.995231586124748
616,0.8330230596065521
617,0.0004999999999999449
618,0.9994999999967558
619,0.9989896771605563
620,0.9999886098139541
621,0.9924999678520731
622,8.761882781982422e-06
623,0.0010000000000000009
624,0.00405396318435669
625,0.0
626,0.006423537731170659
627,0.9884995761263279
628,0.9979999998453305
629,0.9729989730087009
630,0.991945377545373
631,0.9999999232987662
632,0.0
633,0.9894713132056059
634,2.384185791015625e-07
635,0.9969603855612804
636,0.009500357627868716
637,0.0024472370147705647
638,0.0005004172325133727
639,0.264913660287857
640,0.9839980233878887
641,0.007633658647537178
642,0.9393391240239144
643,0.0012852380275726327
644,0.9984953587921482
645,0.03350184774398801
646,4.76837158203125e-07
647,0.003501132488250791
648,0.004723964452743479
649,0.005025153160095219
650,0.9974857699513087
651,0.001008881092071534
652,0.9919318681002478
653,0.9984210126916296
654,0.4971682177595794
655,0.9999999960188735
656,0.029828131198883057
657,5.960464477539062e-07
658,0.9486593675762415
659,0.9859635052372469
660,0.0
661,0.006886226892471314
662,0.9994999917911496
663,0.13665246224403382
664,0.0
665,0.008072704076766968
666,0.9909999788080984
667,0.9989999274708458
668,0.9994999489859164
669,0.5619965930581092
670,0.8327557262303308
671,0.9954999988365056
672,0.4501020022630692
673,0.00011339783668518066
674,0.9913116855422268
675,4.470348358154297e-06
676,0.06474668431282038
677,0.9999999980556418
678,0.9883891607951373
679,0.41373899340629583
680,0.9999827381088835
681,0.1251782774925232
682,0.9999999999286553
683,0.9954999952971091
684,0.9999999855821882
685,1.3709068298339844e-06
686,0.9688304249923676
687,4.231929779052734e-06
688,0.5074469847679138
689,0.944997421334001
690,0.009073730945587166
691,0.8574843035202503
692,0.9999999652724725
693,0.0
694,0.9849429803658277
695,0.35971423375606537
696,0.9978365058272611
697,0.9269754032942292
698,0.02124298906326294
699,0.0006458759307861328
700,0.996937679443974
701,0.0012212460041045592
702,0.7376147109777667
703,0.9984964143109992
704,4.76837158203125e-06
705,6.556510925292969e-07
706,0.7666257487647236
707,0.047500298023223864
708,0.999999999570268
709,0.999999912556099
710,0.006008642673492437
711,1.7881393432617188e-07
712,0.5523275172710419
713,5.9604644775390625e-06
714,0.9729233534671367
715,0.9984999920414782
716,0.34984972405433656
717,1.1026859283447266e-05
718,0.3195207185745239
719,0.9994973454121119
720,0.5294362765103579
721,5.960464477539063e-08
722,0.9979999999898964
723,0.7801446169614792
724,0.2590656843185425
725,0.09099999999999997
726,2.4437904357910156e-06
727,0.9736870775648858
728,0.9969158256905503
729,0.1605340938568115
730,0.9924954662180244
731,0.9788529053516686
732,3.5762786865234375e-07
733,0.5365468133166432
734,0.0
735,0.023500655651092606
736,0.28400047683715823
737,0.9894887088360993
738,4.827976226806641e-06
739,0.8959380740099586
740,0.9989991570144289
741,0.0
742,0.0007994472980499268
743,0.9749937213647172
744,0.927386353880167
745,0.014342172622680671
746,0.08715445041656489
747,1.1920928955078125e-07
748,0.005162686109542847
749,1.0132789611816406e-06
750,0.9939978803357408
751,1.7881393432617188e-07
752,0.9802298677044455
753,0.9959999634276548
754,0.9715984823852778
755,5.960464477539062e-07
756,0.07690859055519106
757,0.9999999999844577
758,0.0020005960464477557
759,0.9974992492770958
760,0.9939999689183845
761,0.9989999991985884
762,0.999499875753673
763,0.9194279315322638
764,3.0934810638427734e-05
765,5.900859832763672e-06
766,0.9600474303830415
767,0.0020000000000000018
768,0.07253053379058838
769,0.0
770,0.0015037550926209065
771,0.9805042548589409
772,0.8839589066537737
773,0.9984996660770592
774,0.9230824123325292
775,0.8362783018387854
776,0.03698857784271237
777,0.9974999515220637
778,0.0005570416450499938
779,0.9994999184974442
780,5.960464477539063e-08
781,0.989676070176065
782,0.9104997199241761
783,0.9918625655188226
784,0.0
785,0.09317527341842657
786,0.008500476837158155
787,0.345555730342865
788,7.271766662597656e-06
789,0.9974999989776129
790,0.9844850070598768
791,0.9874999866899199
792,0.9999999902902914
793,0.997522556736134
794,0.05852747774124145
795,0.9464999998376309
796,0.18334806609153742
797,8.046627044677734e-06
798,2.384185791015625e-07
799,0.999946415584418
800,0.5426654067039489
801,0.9939941745700198
802,0.997452545400447
803,0.9964999972189496
804,0.29540092825889586
805,0.9994998524441339
806,0.9999991114815998
807,0.003001251697540286
808,0.9914996051775213
809,0.9733670867644251
810,0.9978298833088484
811,0.0035184774398804297
812,0.9999783525399835
813,0.5261583113204689
814,0.0010131895542144775
815,0.986479362512022
816,0.3307167065143586
817,0.9969977148170274
818,0.9994999895351284
819,0.8883373714126647
820,0.9939266299055307
821,0.9923364984747023
822,0.08040026545524603
823,0.03498265767097475
824,0.5312112648487091
825,0.28450005960464475
826,1.3113021850585938e-06
827,0.9993840376647423
828,4.76837158203125e-07
829,0.9207287001237273
830,0.9874626961762261
831,0.8129100688728503
832,0.5226937674880028
833,0.9944555572867394
834,0.0022930760383605975
835,0.9994999545698089
836,0.9871254143640399
837,0.9918690273426474
838,0.06152431869506836
839,0.20484246897697456
840,0.999494760293248
841,0.009935698747634891
842,0.6723875971864909
843,0.48763691718876356
844,0.12500059604644775
845,0.9464644030940544
846,0.0
847,0.0
848,0.9994388254364022
849,0.9989999876041192
850,0.9964943065286062
851,0.994999998298411
852,0.9348628839813173
853,0.9869987547263345
854,0.93799856880288
855,0.792239621579647
856,0.0
857,0.999499998543493
858,0.9603122367687756
859,0.46047417584061623
860,0.049741104841232286
861,0.9091138725727796
862,0.9999927692124402
863,0.9994999993430612
864,0.9494160964116454
865,0.9999997640480984
866,0.0
867,0.9954999107957863
868,3.2782554626464844e-06
869,0.0
870,0.9818442039787769
871,0.003744677066803037
872,0.9798514669423457
873,0.002012516975402834
874,0.0025014901161193315
875,0.8413487717928365
876,0.9989992156688791
877,0.00047901272773742676
878,0.9954996373057365
879,0.4818174149990082
880,0.9949893333133514
881,0.0004999999999999449
882,0.9874999995615339
883,0.014794856309890747
884,0.0010055432319641122
885,0.9954999832624092
886,1.7285346984863281e-06
887,0.0060124952793121356
888,0.0010784993171691903
889,0.5611328666210175
890,0.0022744834423065186
891,0.9939297275790013
892,0.0005001192092894957
893,0.016122623682022108
894,0.9989647271814757
895,5.960464477539063e-08
896,6.937980651855469e-05
897,0.8610627775490284
898,0.00020995736122131348
899,0.34650563180446625
900,0.11850464916229253
901,0.007112146139144904
902,0.0
903,0.9949994231030769
904,0.9948557276166976
905,0.00908338689804078
906,0.0413220126628876
907,0.0004999999999999449
908,0.9963150378232822
909,0.49415438411384827
910,0.5150075266361236
911,0.00020650029182434082
912,0.04430306553840635
913,2.4437904357910156e-06
914,0.0010019669532775888
915,0.0011726980209350035
916,0.9989999981660856
917,0.7525528403520584
918,0.08907926774024966
919,0.010000536441802987
920,0.09247157621383661
921,0.0025002384185790483
922,0.017531232833862376
923,0.9954998684115639
924,0.4931653584353626
925,0.024096589326858542
926,0.959727290472947
927,0.042235455274581835
928,0.9969996510103131
929,0.012690170288085945
930,0.9789914725613053
931,5.960464477539063e-08
932,5.364418029785156e-07
933,0.9936655359864235
934,0.9462123184651137
935,0.9999999737177472
936,0.9913425240498036
937,0.14801471924781806
938,0.0
939,0.999795110328705
940,0.9994999613093742
941,0.0
942,0.9989990207628571
943,0.9319982153262862
944,0.00411418080329895
945,0.9241431443225593
946,0.34461353182792664
947,5.841255187988281e-06
948,0.012504291534423784
949,0.9348439516033977
950,0.33772814726829525
951,0.6245789599418641
952,0.9989999990611443
953,3.069639205932617e-05
954,0.9923010534036439
955,2.3543834686279297e-05
956,1.1920928955078125e-07
957,0.9876990640945733
958,0.9999997352721834
959,0.9999999970606523
960,5.960464477539063e-08
961,0.996999999982836
962,0.9994952340813252
963,0.0010548362731933603
964,0.06528619170188898
965,0.004095635652542118
966,0.968573118344415
967,0.9929992544789507
968,0.9999999995214187
969,0.11050524520874028
970,5.960464477539063e-08
971,0.512678152423352
972,0.0022752180099487873
973,0.5983521239957772
974,0.0
975,0.9978819768952671
976,0.041003099441528246
977,0.8138505484691123
978,0.5052677780874073
979,8.64267349243164e-06
980,0.0005036358833312438
981,0.012663209676742504
982,0.0010000596046447763
983,0.9979561281802016
984,0.9883542796820403
985,0.015794754028320312
986,0.0
987,1.1920928955078125e-07
988,0.9934717400986701
989,0.000125199556350708
990,0.04168086314201358
991,0.976991624773429
992,0.9959831368895684
993,0.007321954488754279
994,0.999996289794808
995,0.12272671604156493
996,0.4691630791723729
997,0.00649999999999995
998,0.0005015497207641051
999,0.23459443473815922
1000,0.6481478285756894
1001,0.999695805076044
1002,6.139278411865234e-06
1003,0.015407061100006114
1004,0.07554476308822633
1005,0.030723129987716646
1006,0.0
1007,0.0025030503273010263
1008,0.007562584877014222
1009,0.005413023948669382
1010,0.0
1011,0.04612586259841911
1012,0.7336015890836716
1013,0.0
1014,0.9884998065727454
1015,0.0020000000000000018
1016,0.007000178813934332
1017,0.9999999146184706
1018,0.00013646483421325684
1019,1.4901161193847656e-06
1020,0.9999980248614975
1021,0.0020076293945312518
1022,0.999499989583599
1023,1.1920928955078125e-07
1024,0.019500119209289624
1025,0.009017702579498299
1026,0.9909999975023372
1027,0.9929913689998721
1028,0.0
1029,0.0005001788139342711
1030,0.0
1031,0.0017666413784027668
1032,0.9854397254323413
1033,0.19388506460189814
1034,0.9959999898103677
1035,0.0010000596046447763
1036,0.0
1037,0.01101200389862056
1038,0.02651587820053103
1039,9.5367431640625e-07
1040,0.9994999419162791
1041,1.0132789611816406e-06
1042,0.4896460695415735
1043,4.392862319946289e-05
1044,0.0050004768371582076
1045,0.014066514015197762
1046,0.10343478608131407
1047,0.0
1048,0.0010000596046447763
1049,0.9394927258054413
1050,0.9954878647486185
1051,0.021235140323638935
1052,0.11350703334808343
1053,0.002723964452743477
1054,0.03827301669120786
1055,0.014515676021575885
1056,0.0
1057,0.24834828925132757
1058,0.9989684250506107
1059,5.960464477539063e-08
1060,0.003500655651092588
1061,0.9965798066665884
1062,0.9944980245920597
1063,0.9984937539073472
1064,0.9994999999944214
1065,0.9799967518399444
1066,1.1920928955078125e-07
1067,0.9123467794357566
1068,5.9604644775390625e-06
1069,0.9999927352478153
1070,0.9744333005161024
1071,7.671117782592773e-05
1072,1.7881393432617188e-07
1073,0.014499999999999957
1074,0.9984989145857172
1075,1.6391277313232422e-05
1076,0.9934881448029556
1077,0.9999999918472131
1078,0.008000894069671638
1079,0.9969681720182707
1080,3.319978713989258e-05
1081,0.9944997635628973
1082,0.9424478090467164
1083,0.00321132826805115
1084,0.0035817775726318946
1085,0.013084936618804943
1086,0.13388554263114927
1087,0.8561253037750721
1088,0.9998649338667747
1089,4.07099723815918e-05
1090,0.001551140785217342
1091,0.989996522999254
1092,0.9904571292173642
1093,0.9604859530234972
1094,0.9534638486042386
1095,0.011587052583694524
1096,0.0010000000000000009
1097,0.0
1098,7.152557373046875e-07
1099,0.00533420324325562
1100,0.9509498837678402
1101,0.006000000000000005
1102,1.7881393432617188e-07
1103,0.015000655651092543
1104,0.006559383153915466
1105,0.006172814846038821
1106,0.9999998497074074
1107,0.9889993253990738
1108,0.9838882710497128
1109,0.9969976802891979
1110,0.007000178813934332
1111,0.9879572948363493
1112,0.01402194499969478
1113,0.9617409131005407
1114,0.0015000000000000568
1115,0.9979993855349771
1116,0.08336854624748224
1117,6.765127182006836e-05
1118,3.463029861450195e-05
1119,0.12107486343383789
1120,3.993511199951172e-06
1121,0.0005868141651153014
1122,2.384185791015625e-07
1123,0.010000000000000009
1124,0.9939892592568358
1125,0.9782019944421482
1126,0.15200023841857913
1127,0.9984999633348296
1128,3.6954879760742188e-06
1129,0.9955486939288676
1130,0.9654631979771948
1131,0.005555789947509826
1132,0.03653653764724729
1133,0.041745015859603885
1134,0.00018447637557983398
1135,1.5497207641601562e-06
1136,0.0
1137,0.33998095142841334
1138,0.0005000596046447203
1139,0.9989999989435622
1140,0.9959999009770448
1141,0.9959216823343886
1142,0.0044999999999999485
1143,0.9963260201988742
1144,0.9999897635761954
1145,0.9999999992183273
1146,0.9819999771995735
1147,0.04971251392364495
1148,0.9349999951097296
1149,0.007517940998077455
1150,0.500850063085556
1151,0.9859999700295206
1152,0.14912674689292915
1153,0.7477977932244539
1154,0.998997929940946
1155,0.9544840507789486
1156,0.023501549720764237
1157,0.9934999999926813
1158,0.35641345667839053
1159,0.9854999964504914
1160,0.00029736757278442383
1161,0.9989999606229544
1162,0.3070448968410492
1163,0.016429096460342407
1164,0.9230915510058403
1165,0.44409799408912654
1166,3.039836883544922e-06
1167,0.03947010636329651
1168,0.0010000596046447763
1169,0.9970125473467634
1170,0.029502801418304525
1171,0.9964504507140955
1172,0.9569760683804197
1173,0.9925219838991761
1174,0.0015154972076416584
1175,0.9919835556242615
1176,0.9999991269227735
1177,5.960464477539063e-08
1178,0.008975637912750245
1179,0.9919999368830998
1180,0.9996115378453396
1181,0.9927438926657196
1182,0.9999867946344239
1183,0.9834996654714494
1184,0.7380299479961395
1185,1.7881393432617188e-07
1186,1.615285873413086e-05
1187,0.9999999981137624
1188,0.0
1189,0.990496390728029
1190,0.0015000000000000568
1191,0.9811588670741767
1192,0.9818335355921881
1193,0.9999998712849987
1194,0.9949993359039649
1195,0.006501072883605907
1196,0.9999999976363292
1197,0.9914979967883519
1198,0.9895361581386533
1199,0.9950971324970015
1200,0.02961133503913882
1201,0.9934570093496005
1202,2.4437904357910156e-06
1203,0.9318412067997269
1204,0.9269920551435935
1205,0.5843883645534516
1206,0.05660252165794377
1207,0.006500059604644726
1208,0.09233913373947145
1209,0.22731059980392454
1210,0.022005364418029805
1211,0.0
1212,5.543231964111328e-06
1213,0.9892284553116187
1214,0.9629999855034342
1215,0.0005026226043700621
1216,0.9984999999988321
1217,0.04648926091194161
1218,0.9675866555017419
1219,0.9999992540358562
1220,0.0020050067901611346
1221,0.9769528000298596
1222,0.9929349631325458
1223,0.0005377893447875426
1224,0.9149375100433826
1225,1.1324882507324219e-06
1226,1.7881393432617188e-07
1227,0.0015362992286682697
1228,0.9999997747515437
1229,0.9984999997350098
1230,0.9999999999785499
1231,0.9984995450747577
1232,0.11543636322021489
1233,0.0
1234,0.0015680193901062012
1235,0.45396435633301735
1236,0.1914553220272064
1237,0.014977463006973224
1238,0.9999999950650538
1239,0.0003133714199066162
1240,0.0005008940696715758
1241,0.09597576141357422
1242,0.0
1243,0.9363920781945344
1244,0.3372983148097992
1245,0.37604048943519586
1246,0.3853763680458069
1247,0.0020001192092895526
